account_id,company_name,industry,company_size_tier,annual_revenue_usd,employee_count,headquarters,opportunity_id,sales_rep,sales_manager,sales_region,product_name,product_category,list_price,deal_stage,deal_created_date,deal_closed_date,deal_value,loss_reason,data_source
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-63264,Owen McCarthy,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-04-19,2024-08-06,0.0,No Decision Made,CRM
ACCT-045,CedarPoint Medical,Healthcare,Enterprise,2741.37,9226,United States,OPP-30257,Anya Petrov,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2023-11-26,2023-12-12,0.0,Competitor Won,CRM
ACCT-030,SolarWind Finance,Financial Services,Small,52.5,165,United States,OPP-31299,Anya Petrov,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-06-02,2024-06-04,0.0,Competitor Won,CRM
ACCT-056,NetPulse Technologies,Technology,Enterprise,2938.67,8775,Panama,OPP-64040,Derek Johnson,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-03-01,2024-03-08,0.0,Budget Constraints,CRM
ACCT-036,UltraLink Communications,Telecommunications,Enterprise,6395.05,20275,United States,OPP-33509,Finn O'Brien,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Lost,2024-10-12,2024-10-15,0.0,Timing Not Right,CRM
ACCT-040,XenonGrid Retail,Retail,Large,1388.67,3583,United States,OPP-63964,Anya Petrov,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2023-10-08,2024-03-01,0.0,Competitor Won,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-44970,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-05-12,2024-05-21,0.0,Competitor Won,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-24168,Mei Lin Zhang,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2023-11-28,2024-04-04,0.0,Poor Product Fit,CRM
ACCT-063,TideWater Retail,Retail,Enterprise,2214.94,5374,United States,OPP-15075,Mei Lin Zhang,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-04-07,2024-07-26,0.0,Poor Product Fit,CRM
ACCT-065,VoltEdge Finance,Financial Services,Large,1698.2,3798,United States,OPP-39154,Leila Hassan,David Kim,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-06-13,2024-06-27,0.0,Competitor Won,CRM
ACCT-061,SkyBridge Marketing,Marketing & Advertising,Small,45.39,100,United States,OPP-70332,Priya Nair,David Kim,Central,NovaEdge Lite,NovaEdge,55,Lost,2023-12-07,2024-03-31,0.0,Timing Not Right,CRM
ACCT-055,MossCreek Retail,Retail,Large,1419.98,4018,United States,OPP-50001,Hannah Lee,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-01-06,2024-05-12,0.0,Competitor Won,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-39219,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-10-12,2025-01-01,0.0,Budget Constraints,CRM
ACCT-068,DuskValley Trading,Retail,Medium,167.89,493,Romania,OPP-96511,Nadia Volkov,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-07-11,2025-01-14,0.0,Competitor Won,CRM
ACCT-048,FrontLine Marketing,Marketing & Advertising,Enterprise,3027.46,9516,Jordan,OPP-62227,Suki Tanaka,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-06-16,2024-06-18,0.0,Timing Not Right,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-46517,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-10-09,2024-10-12,0.0,Budget Constraints,CRM
ACCT-034,TitanForge Services,Business Services,Large,792.46,1299,United States,OPP-46585,Daniel Santos,Brian Nakamura,West,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-10-14,2024-10-26,0.0,Timing Not Right,CRM
ACCT-021,MeridianComm,Telecommunications,Enterprise,1825.82,5595,United States,OPP-94080,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2023-08-26,2024-01-08,0.0,No Decision Made,CRM
ACCT-026,QuartzPoint Trading,Retail,Large,2520.83,3502,United States,OPP-62386,Suki Tanaka,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-01-17,2024-01-20,0.0,No Decision Made,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-53404,Victor Tang,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-06-16,2024-11-19,0.0,Budget Constraints,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-25118,Marcus Webb,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-09-14,2024-10-01,0.0,Timing Not Right,CRM
ACCT-056,NetPulse Technologies,Technology,Enterprise,2938.67,8775,Panama,OPP-33405,Maya Chen,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-03-31,2024-07-27,0.0,No Decision Made,CRM
ACCT-046,DawnBreak Pharma,Healthcare,Large,1618.89,3889,United States,OPP-44795,Mei Lin Zhang,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-07-04,2024-11-09,0.0,Budget Constraints,CRM
ACCT-005,CoralBay Pharma,Healthcare,Large,326.82,1016,United States,OPP-24208,Finn O'Brien,Michael Chen,East,NovaEdge Lite,NovaEdge,55,Lost,2024-09-23,2024-12-28,0.0,No Decision Made,CRM
ACCT-076,LionGate Holdings,Financial Services,Enterprise,7537.24,20293,United States,OPP-66959,Yuki Nakamura,Amanda Foster,West,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-01-15,2024-03-15,0.0,Timing Not Right,CRM
ACCT-069,EchoField Marketing,Marketing & Advertising,Large,894.37,1593,Poland,OPP-51114,Oliver Dubois,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Lost,2025-01-18,2025-01-31,0.0,Poor Product Fit,CRM
ACCT-025,PineRidge Global,Retail,Enterprise,5158.71,17479,Japan,OPP-89457,Hannah Lee,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Lost,2024-10-09,2024-10-11,0.0,No Decision Made,CRM
ACCT-083,SapphireCode Software,Software,Enterprise,4478.47,13809,United States,OPP-25157,Nadia Volkov,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-10-01,2024-10-12,0.0,Poor Product Fit,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-85574,Liam Porter,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-02-01,2024-02-03,0.0,Competitor Won,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-43386,Liam Porter,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-05-16,2024-09-02,0.0,Budget Constraints,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-67154,Raj Patel,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-01-20,2024-01-27,0.0,Budget Constraints,CRM
ACCT-044,BluePeak Marketing,Marketing & Advertising,Large,375.43,1190,United States,OPP-78146,Owen McCarthy,David Kim,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-04-25,2024-08-19,0.0,No Decision Made,CRM
ACCT-068,DuskValley Trading,Retail,Medium,167.89,493,Romania,OPP-97900,Carlos Rivera,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-12-06,2024-12-13,0.0,Competitor Won,CRM
ACCT-040,XenonGrid Retail,Retail,Large,1388.67,3583,United States,OPP-57739,Noah Kim,Amanda Foster,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-11-02,2024-11-04,0.0,Poor Product Fit,CRM
ACCT-083,SapphireCode Software,Software,Enterprise,4478.47,13809,United States,OPP-19171,Finn O'Brien,Michael Chen,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-05-14,2024-08-24,0.0,Timing Not Right,CRM
ACCT-017,KeyStone Innovations,Technology,Large,1712.68,3194,United States,OPP-91678,Suki Tanaka,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-01-04,2024-01-20,0.0,Timing Not Right,CRM
ACCT-049,GoldLeaf Services,Business Services,Large,405.59,1179,Brazil,OPP-96951,Oliver Dubois,Brian Nakamura,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-09-16,2025-01-14,0.0,Budget Constraints,CRM
ACCT-066,WillowBrook Staffing,Professional Services,Medium,291.27,586,United States,OPP-49363,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-07-02,2024-12-08,0.0,No Decision Made,CRM
ACCT-058,PrimeCell Medical,Healthcare,Enterprise,3922.42,6837,United States,OPP-50538,Maya Chen,Sarah Mitchell,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-03-10,2024-07-05,0.0,Poor Product Fit,CRM
ACCT-039,WindRiver Electronics,Technology,Large,527.11,1428,United States,OPP-52753,Amira Diallo,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-05-17,2024-05-30,0.0,Poor Product Fit,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-48752,Liam Porter,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-07-20,2024-12-17,0.0,No Decision Made,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-26683,Tyler Brooks,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2023-11-28,2024-04-04,0.0,Competitor Won,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-65108,Anya Petrov,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2024-05-23,2024-07-22,0.0,Poor Product Fit,CRM
ACCT-022,NorthStar Finance,Financial Services,Large,1102.43,1759,United States,OPP-98777,Maya Chen,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-04-03,2024-07-29,0.0,Competitor Won,CRM
ACCT-054,LightWave Studios,Media & Entertainment,Medium,349.81,315,United States,OPP-90676,Fatima Al-Rashid,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Lost,2024-05-26,2024-05-28,0.0,No Decision Made,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-49446,Chloe Bergman,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2023-10-18,2024-03-06,0.0,Poor Product Fit,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-81819,Chloe Bergman,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-02-15,2024-02-18,0.0,Budget Constraints,CRM
ACCT-048,FrontLine Marketing,Marketing & Advertising,Enterprise,3027.46,9516,Jordan,OPP-49829,Finn O'Brien,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Lost,2024-05-24,2024-05-26,0.0,Timing Not Right,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-37549,Maya Chen,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-05-24,2024-06-07,0.0,Poor Product Fit,CRM
ACCT-019,LunarEdge Marketing,Marketing & Advertising,Large,1197.44,2570,United States,OPP-86019,James Okafor,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-05-05,2024-07-22,0.0,No Decision Made,CRM
ACCT-036,UltraLink Communications,Telecommunications,Enterprise,6395.05,20275,United States,OPP-95813,Amira Diallo,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-10-26,2024-10-29,0.0,Timing Not Right,CRM
ACCT-031,SummitEdge Marketing,Marketing & Advertising,Enterprise,2952.73,5107,United States,OPP-70946,Yuki Nakamura,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Lost,2024-10-18,2024-10-30,0.0,Poor Product Fit,CRM
ACCT-012,FreshStart Medical,Healthcare,Small,4.54,9,United States,OPP-67954,Daniel Santos,Brian Nakamura,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-10-07,2024-10-09,0.0,Competitor Won,CRM
ACCT-027,RiverStone Imports,Retail,Large,894.33,1635,Italy,OPP-77000,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-03-18,2024-04-07,0.0,Poor Product Fit,CRM
ACCT-021,MeridianComm,Telecommunications,Enterprise,1825.82,5595,United States,OPP-32241,Anya Petrov,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-03-18,2024-08-01,0.0,Budget Constraints,CRM
ACCT-057,OmniReach Telecom,Telecommunications,Large,1188.42,3015,United States,OPP-47196,Anya Petrov,Brian Nakamura,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-26,2024-05-05,0.0,No Decision Made,CRM
ACCT-007,CyberNova Systems,Technology,Large,1242.32,3027,United States,OPP-97012,Victor Tang,Michael Chen,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-05-21,2024-05-23,0.0,No Decision Made,CRM
ACCT-012,FreshStart Medical,Healthcare,Small,4.54,9,United States,OPP-53933,Owen McCarthy,David Kim,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-05-14,2024-05-27,0.0,Budget Constraints,CRM
ACCT-022,NorthStar Finance,Financial Services,Large,1102.43,1759,United States,OPP-40784,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2023-10-11,2024-04-03,0.0,Timing Not Right,CRM
ACCT-058,PrimeCell Medical,Healthcare,Enterprise,3922.42,6837,United States,OPP-39444,Leila Hassan,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-03-07,2024-03-22,0.0,Competitor Won,CRM
ACCT-049,GoldLeaf Services,Business Services,Large,405.59,1179,Brazil,OPP-29313,Anya Petrov,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2023-11-15,2024-04-03,0.0,Budget Constraints,CRM
ACCT-083,SapphireCode Software,Software,Enterprise,4478.47,13809,United States,OPP-16057,Nadia Volkov,Rachel Torres,East,NovaPulse Starter,NovaPulse,550,Lost,2024-10-05,2024-10-16,0.0,Competitor Won,CRM
ACCT-049,GoldLeaf Services,Business Services,Large,405.59,1179,Brazil,OPP-72277,Chloe Bergman,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Lost,2023-11-28,2024-02-28,0.0,No Decision Made,CRM
ACCT-060,RedCedar Software,Software,Enterprise,6354.87,16780,United States,OPP-19545,Anya Petrov,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-06-10,2024-06-20,0.0,Poor Product Fit,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-64321,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2024-04-01,2024-07-26,0.0,No Decision Made,CRM
ACCT-055,MossCreek Retail,Retail,Large,1419.98,4018,United States,OPP-35485,Finn O'Brien,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-01-28,2024-02-07,0.0,Poor Product Fit,CRM
ACCT-008,DataStream Analytics,Software,Large,987.39,2253,United States,OPP-74799,Amira Diallo,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-17,2024-08-24,0.0,Poor Product Fit,CRM
ACCT-031,SummitEdge Marketing,Marketing & Advertising,Enterprise,2952.73,5107,United States,OPP-41979,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-01-06,2024-01-18,0.0,Competitor Won,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-95990,Maya Chen,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-25,2024-07-29,0.0,Budget Constraints,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-23970,Finn O'Brien,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-08-08,2024-12-04,0.0,Poor Product Fit,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-38683,Maya Chen,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-07-09,2024-12-17,0.0,Competitor Won,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-77889,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2024-05-23,2024-05-24,0.0,Poor Product Fit,CRM
ACCT-030,SolarWind Finance,Financial Services,Small,52.5,165,United States,OPP-16582,Chloe Bergman,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Lost,2024-09-14,2024-11-15,0.0,No Decision Made,CRM
ACCT-024,PeakVista Capital,Financial Services,Enterprise,2819.5,7227,United States,OPP-42662,Marcus Webb,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-12-01,2024-12-18,0.0,Budget Constraints,CRM
ACCT-067,CrossPoint Retail,Retail,Large,1376.8,1165,Belgium,OPP-69829,Derek Johnson,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-11-24,2024-12-03,0.0,Competitor Won,CRM
ACCT-046,DawnBreak Pharma,Healthcare,Large,1618.89,3889,United States,OPP-70901,Noah Kim,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Lost,2024-02-19,2024-02-22,0.0,No Decision Made,CRM
ACCT-074,JuniperRock Capital,Financial Services,Medium,646.1,883,United States,OPP-83259,Victor Tang,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-07-13,2024-11-23,0.0,No Decision Made,CRM
ACCT-028,SilverLine Tech,Technology,Large,1223.72,2497,Norway,OPP-51588,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2024-01-31,2024-02-01,0.0,Poor Product Fit,CRM
ACCT-080,PebbleBrook Retail,Retail,Small,71.12,144,United States,OPP-90301,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-11,2024-08-08,0.0,No Decision Made,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-65933,Tyler Brooks,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2023-11-11,2024-03-13,0.0,No Decision Made,CRM
ACCT-030,SolarWind Finance,Financial Services,Small,52.5,165,United States,OPP-68446,Liam Porter,Amanda Foster,West,NovaPulse Standard,NovaPulse,1096,Lost,2024-01-18,2024-01-24,0.0,Competitor Won,CRM
ACCT-020,MapleCrest Retail,Retail,Enterprise,4968.91,7523,United States,OPP-72216,Oliver Dubois,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-08-06,2024-11-18,0.0,Poor Product Fit,CRM
ACCT-004,ClearView Health,Healthcare,Large,587.34,1356,Philipines,OPP-43972,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2025-01-14,2025-01-29,0.0,Competitor Won,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-93579,Grace Adeyemi,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-05-16,2024-05-28,0.0,Timing Not Right,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-78327,Maya Chen,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-05-27,2024-06-10,0.0,Poor Product Fit,CRM
ACCT-051,IvyBridge Staffing,Professional Services,Large,882.12,2769,United States,OPP-92149,Nadia Volkov,Rachel Torres,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-06-16,2024-06-17,0.0,Competitor Won,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-45992,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-06-14,2024-07-04,0.0,Poor Product Fit,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-20155,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-09-05,2024-12-27,0.0,Timing Not Right,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-40735,Leila Hassan,David Kim,Central,NovaEdge Lite,NovaEdge,55,Lost,2023-11-28,2024-03-22,0.0,Timing Not Right,CRM
ACCT-038,WestBridge Medical,Healthcare,Large,3178.24,4540,United States,OPP-54020,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-05-20,2024-05-23,0.0,Timing Not Right,CRM
ACCT-054,LightWave Studios,Media & Entertainment,Medium,349.81,315,United States,OPP-80798,Chloe Bergman,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Lost,2024-09-13,2024-12-15,0.0,Budget Constraints,CRM
ACCT-047,EverGlow Studios,Media & Entertainment,Large,665.06,1095,United States,OPP-28136,James Okafor,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-09-14,2024-10-01,0.0,Competitor Won,CRM
ACCT-070,ForestGlen Medical,Healthcare,Medium,439.21,792,United States,OPP-40311,James Okafor,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Lost,2023-11-28,2024-03-20,0.0,Poor Product Fit,CRM
ACCT-016,JetStream Technologies,Technology,Large,587.72,1501,United States,OPP-30028,Fatima Al-Rashid,Amanda Foster,West,NovaPulse Standard,NovaPulse,1096,Lost,2024-09-13,2024-11-09,0.0,Competitor Won,CRM
ACCT-014,HarborView Digital,Software,Small,98.79,96,United States,OPP-18418,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-06-17,2024-12-01,0.0,Poor Product Fit,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-63424,Noah Kim,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2023-11-25,2024-03-13,0.0,Timing Not Right,CRM
ACCT-039,WindRiver Electronics,Technology,Large,527.11,1428,United States,OPP-81121,Amira Diallo,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-05-26,2024-06-04,0.0,Poor Product Fit,CRM
ACCT-026,QuartzPoint Trading,Retail,Large,2520.83,3502,United States,OPP-64496,Finn O'Brien,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-05-12,2024-07-27,0.0,Budget Constraints,CRM
ACCT-012,FreshStart Medical,Healthcare,Small,4.54,9,United States,OPP-37110,Hannah Lee,Rachel Torres,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-02-07,2024-02-24,0.0,Poor Product Fit,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-61049,Oliver Dubois,Brian Nakamura,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-01-13,2024-01-14,0.0,No Decision Made,CRM
ACCT-005,CoralBay Pharma,Healthcare,Large,326.82,1016,United States,OPP-12560,Finn O'Brien,Michael Chen,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2023-11-09,2024-04-10,0.0,No Decision Made,CRM
ACCT-071,GraniteShore Retail,Retail,Medium,332.43,799,United States,OPP-59857,Marcus Webb,David Kim,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-05-20,2024-08-08,0.0,Poor Product Fit,CRM
ACCT-071,GraniteShore Retail,Retail,Medium,332.43,799,United States,OPP-10772,Priya Nair,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-21,2024-09-09,0.0,Timing Not Right,CRM
ACCT-034,TitanForge Services,Business Services,Large,792.46,1299,United States,OPP-49139,Mei Lin Zhang,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Lost,2024-11-01,2024-11-04,0.0,Poor Product Fit,CRM
ACCT-053,KaleidoScope Retail,Retail,Large,2437.85,4874,United States,OPP-64921,Noah Kim,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Lost,2024-09-05,2024-12-03,0.0,No Decision Made,CRM
ACCT-064,UrbanLink Telecom,Telecommunications,Enterprise,1699.85,5108,United States,OPP-81582,Yuki Nakamura,Amanda Foster,West,NovaPulse Professional,NovaPulse,4821,Lost,2023-11-12,2024-04-07,0.0,No Decision Made,CRM
ACCT-083,SapphireCode Software,Software,Enterprise,4478.47,13809,United States,OPP-38906,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-03-08,2024-03-25,0.0,Poor Product Fit,CRM
ACCT-075,KestrelWing Services,Business Services,Enterprise,2041.73,5276,United States,OPP-38760,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-08,2024-07-11,0.0,Timing Not Right,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-67125,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-06-04,2024-06-17,0.0,Poor Product Fit,CRM
ACCT-051,IvyBridge Staffing,Professional Services,Large,882.12,2769,United States,OPP-13804,Finn O'Brien,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-06-04,2024-09-20,0.0,Poor Product Fit,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-54057,Owen McCarthy,David Kim,Central,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-04-25,2024-07-23,0.0,Poor Product Fit,CRM
ACCT-052,JadeVault Finance,Financial Services,Medium,355.23,853,United States,OPP-31632,Finn O'Brien,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-05-13,2024-05-31,0.0,Poor Product Fit,CRM
ACCT-032,TerraBloom Services,Business Services,Large,692.19,1922,United States,OPP-26728,Oliver Dubois,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2024-05-10,2024-08-24,0.0,No Decision Made,CRM
ACCT-059,QuantumShift Tech,Technology,Large,1008.06,1238,United States,OPP-80008,Priya Nair,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-01-14,2024-01-27,0.0,Budget Constraints,CRM
ACCT-080,PebbleBrook Retail,Retail,Small,71.12,144,United States,OPP-61645,Amira Diallo,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-06-07,2024-06-17,0.0,No Decision Made,CRM
ACCT-013,GreenField Tech,Technology,Large,1520.66,1806,United States,OPP-83975,Anika Larsson,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-03-29,2024-08-29,0.0,Budget Constraints,CRM
ACCT-022,NorthStar Finance,Financial Services,Large,1102.43,1759,United States,OPP-21003,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2024-01-24,2024-02-07,0.0,Poor Product Fit,CRM
ACCT-071,GraniteShore Retail,Retail,Medium,332.43,799,United States,OPP-27786,Leila Hassan,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-05-20,2024-06-02,0.0,Poor Product Fit,CRM
ACCT-069,EchoField Marketing,Marketing & Advertising,Large,894.37,1593,Poland,OPP-33819,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-04-24,2024-07-20,0.0,Budget Constraints,CRM
